x,y
26,4
25,4
25,5
24,5
24,6
25,6
25,7
25,8
25,7
25,8
26,8
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,9
25,8
24,8
24,7
25,7
25,8
24,8
24,7
25,7
25,8
25,7
25,8
24,8
24,7
25,7
25,8
24,8
24,7
24,6
25,6
24,6
25,6
25,5
24,5
24,6
25,6
24,6
25,6
24,6
25,6
24,6
25,6
25,7
25,8
25,7
25,8
25,7
25,8
24,8
24,7
25,7
25,8
24,8
24,7
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
24,8
24,7
25,7
25,8
24,8
24,7
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
24,7
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
24,7
25,7
25,8
25,7
25,8
25,7
25,8
25,7
24,7
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
26,8
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
25,7
25,8
24,8
24,7
25,7
25,8
25,7
25,8
25,7
25,8
25,7
