x,y
18,19
18,20
18,19
18,18
18,19
18,20
18,19
18,18
18,19
18,18
18,19
18,18
18,19
18,18
18,19
18,18
18,19
18,18
18,19
18,20
18,19
18,20
18,19
18,20
18,19
18,20
18,19
18,20
18,19
18,18
18,19
18,18
17,18
17,17
17,18
17,17
17,18
17,17
17,18
17,17
17,18
17,17
18,17
18,18
18,17
17,17
18,17
18,18
18,19
19,19
20,19
21,19
21,20
22,20
22,21
22,22
22,23
23,23
23,24
23,25
22,25
21,25
21,26
21,27
22,27
22,28
23,28
22,28
23,28
24,28
24,29
24,30
24,31
24,32
24,33
25,33
25,34
25,35
25,36
25,37
25,38
25,39
25,40
25,41
24,41
24,42
24,43
24,44
24,45
24,46
25,46
